,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child gaze,[5 2 2 2 1],[1 2 3 4 5 6]
1,action,Child affect,action,Child gesture,[],[1]
2,action,Child affect,action,Child prop manipulation,[6],[1 2]
3,action,Child affect,action,Child utterance,[0 2],[1 2 3]
4,action,Child affect,action,Conversational turns,[0 3],[1 2 3]
5,action,Child affect,action,Joint attention,[7 2 1],[1 2 3 4]
6,action,Child affect,action,Mutual gaze,[3],[1 2]
7,action,Child affect,action,Non-verbal scaffolding,[2],[1 2]
8,action,Child affect,action,Parent affect,[2],[1 2]
9,action,Child affect,action,Parent gaze,[2 2 1],[1 2 3 4]
10,action,Child affect,action,Parent gesture,[2],[1 2]
11,action,Child affect,action,Parent prop manipulation,[1],[1 2]
12,action,Child affect,action,Parent utterance,[5 1],[1 2 3]
13,action,Child affect,action,Verbal scaffolding,[3 1],[1 2 3]
14,action,Child affect,action,robot pointing,[1 2],[1 2 3]
15,action,Child affect,action,robot text,[7 3],[1 2 3]
16,action,Child affect,sub_action,CP,[0 2],[1 2 3]
17,action,Child affect,sub_action,MG,[3],[1 2]
18,action,Child affect,sub_action,PC,[1],[1 2]
19,action,Child affect,sub_action,PCP,[1],[1 2]
20,action,Child affect,sub_action,affective,[1],[1 2]
21,action,Child affect,sub_action,child,[5 2],[1 2 3]
22,action,Child affect,sub_action,cognitive,[2 0 1],[1 2 3 4]
23,action,Child affect,sub_action,correction,[1],[1 2]
24,action,Child affect,sub_action,missing data,[0 0 1],[1 2 3 4]
25,action,Child affect,sub_action,other,[2],[1 2]
26,action,Child affect,sub_action,other vocalization,[],[1]
27,action,Child affect,sub_action,parent,[6 1],[1 2 3]
28,action,Child affect,sub_action,pick up,[4],[1 2]
29,action,Child affect,sub_action,point at prop,[2 2],[1 2 3]
30,action,Child affect,sub_action,positive 1,[9 1],[1 2 3]
31,action,Child affect,sub_action,positive 2,[],[1]
32,action,Child affect,sub_action,positive feedback,[2],[1 2]
33,action,Child affect,sub_action,props,[2 3 1 1 1 1],[1 2 3 4 5 6 7]
34,action,Child affect,sub_action,put down,[],[1]
35,action,Child affect,sub_action,robot,[2 2 2],[1 2 3 4]
36,action,Child affect,sub_action,song,[],[1]
37,action,Child affect,sub_action,teach,[1 2],[1 2 3]
38,action,Child affect,sub_action,technical,[1],[1 2]
39,action,Child affect,sub_action,try again,[],[1]
40,action,Child affect,sub_action,utterance,[4 2 1],[1 2 3 4]
41,action,Child affect,action:sub_action,Child affect:positive 1,[9],[1 2]
42,action,Child affect,action:sub_action,Child affect:positive 2,[],[1]
43,action,Child affect,action:sub_action,Child gaze:missing data,[1],[1 2]
44,action,Child affect,action:sub_action,Child gaze:parent,[7],[1 2]
45,action,Child affect,action:sub_action,Child gaze:props,[6 3],[1 2 3]
46,action,Child affect,action:sub_action,Child gaze:robot,[4 2],[1 2 3]
47,action,Child affect,action:sub_action,Child gesture:point at prop,[],[1]
48,action,Child affect,action:sub_action,Child prop manipulation:child,[6],[1 2]
49,action,Child affect,action:sub_action,Child utterance:other vocalization,[],[1]
50,action,Child affect,action:sub_action,Child utterance:utterance,[0 2],[1 2 3]
51,action,Child affect,action:sub_action,Conversational turns:CP,[0 2],[1 2 3]
52,action,Child affect,action:sub_action,Conversational turns:PC,[1],[1 2]
53,action,Child affect,action:sub_action,Conversational turns:PCP,[1],[1 2]
54,action,Child affect,action:sub_action,Joint attention:missing data,[1],[1 2]
55,action,Child affect,action:sub_action,Joint attention:props,[4 3],[1 2 3]
56,action,Child affect,action:sub_action,Joint attention:robot,[3],[1 2]
