,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,85.48,85.96000000000001,0.48,other vocalization,Child utterance:other vocalization,1,r,115,SK
1,Child utterance,Child,227.34,227.94,0.6,utterance,Child utterance:utterance,1,r,115,SK
2,Child utterance,Child,246.16,246.22,0.06,utterance,Child utterance:utterance,1,r,115,SK
3,Child utterance,Child,246.22,248.1,1.88,utterance,Child utterance:utterance,1,r,115,SK
4,Child gaze,Child,6.08,30.16,24.08,robot,Child gaze:robot,1,r,115,SK
5,Child gaze,Child,30.24,32.0,1.76,parent,Child gaze:parent,1,r,115,SK
6,Child gaze,Child,32.04,32.36,0.32,robot,Child gaze:robot,1,r,115,SK
7,Child gaze,Child,32.44,33.24,0.8,props,Child gaze:props,1,r,115,SK
8,Child gaze,Child,33.32,64.96,31.64,robot,Child gaze:robot,1,r,115,SK
9,Child gaze,Child,65.02,66.58,1.56,parent,Child gaze:parent,1,r,115,SK
10,Child gaze,Child,66.68,71.32,4.64,robot,Child gaze:robot,1,r,115,SK
11,Child gaze,Child,71.36,79.48,8.12,props,Child gaze:props,1,r,115,SK
12,Child gaze,Child,81.82,83.66,1.84,robot,Child gaze:robot,1,r,115,SK
13,Child gaze,Child,86.82,105.62,18.8,robot,Child gaze:robot,1,r,115,SK
14,Child gaze,Child,105.7,107.18,1.48,parent,Child gaze:parent,1,r,115,SK
15,Child gaze,Child,107.28,115.64,8.36,robot,Child gaze:robot,1,r,115,SK
16,Child gaze,Child,115.78,117.86,2.08,missing data,Child gaze:missing data,1,r,115,SK
17,Child gaze,Child,117.97999999999999,123.14,5.16,props,Child gaze:props,1,r,115,SK
18,Child gaze,Child,123.24,124.32,1.08,missing data,Child gaze:missing data,1,r,115,SK
19,Child gaze,Child,124.42,128.82,4.4,robot,Child gaze:robot,1,r,115,SK
20,Child gaze,Child,128.9,131.14,2.24,missing data,Child gaze:missing data,1,r,115,SK
21,Child gaze,Child,131.22,135.3,4.08,robot,Child gaze:robot,1,r,115,SK
22,Child gaze,Child,135.38,139.82,4.44,props,Child gaze:props,1,r,115,SK
23,Child gaze,Child,139.88,141.04,1.16,robot,Child gaze:robot,1,r,115,SK
24,Child gaze,Child,141.14,148.22,7.08,props,Child gaze:props,1,r,115,SK
25,Child gaze,Child,148.28,149.88,1.6,robot,Child gaze:robot,1,r,115,SK
26,Child gaze,Child,149.92000000000002,153.0,3.08,props,Child gaze:props,1,r,115,SK
27,Child gaze,Child,153.18,157.98,4.8,robot,Child gaze:robot,1,r,115,SK
28,Child gaze,Child,158.1,159.14,1.04,parent,Child gaze:parent,1,r,115,SK
29,Child gaze,Child,159.22,160.42000000000002,1.2,props,Child gaze:props,1,r,115,SK
30,Child gaze,Child,160.54,161.66,1.12,parent,Child gaze:parent,1,r,115,SK
31,Child gaze,Child,161.74,162.57999999999998,0.84,props,Child gaze:props,1,r,115,SK
32,Child gaze,Child,162.6,166.64,4.04,robot,Child gaze:robot,1,r,115,SK
33,Child gaze,Child,166.74,168.82,2.08,props,Child gaze:props,1,r,115,SK
34,Child gaze,Child,168.9,170.34,1.44,robot,Child gaze:robot,1,r,115,SK
35,Child gaze,Child,170.42000000000002,175.3,4.88,props,Child gaze:props,1,r,115,SK
36,Child gaze,Child,175.34,178.66,3.32,robot,Child gaze:robot,1,r,115,SK
37,Child gaze,Child,178.72,179.88,1.16,parent,Child gaze:parent,1,r,115,SK
38,Child gaze,Child,179.98,180.9,0.92,props,Child gaze:props,1,r,115,SK
39,Child gaze,Child,181.0,181.64,0.64,parent,Child gaze:parent,1,r,115,SK
40,Child gaze,Child,181.72,184.48,2.76,props,Child gaze:props,1,r,115,SK
41,Child gaze,Child,184.58,185.94,1.36,robot,Child gaze:robot,1,r,115,SK
42,Child gaze,Child,186.1,186.7,0.6,props,Child gaze:props,1,r,115,SK
43,Child gaze,Child,186.76,188.08,1.32,parent,Child gaze:parent,1,r,115,SK
44,Child gaze,Child,188.18,189.1,0.92,props,Child gaze:props,1,r,115,SK
45,Child gaze,Child,189.28,189.8,0.52,robot,Child gaze:robot,1,r,115,SK
46,Child gaze,Child,189.9,190.78,0.88,props,Child gaze:props,1,r,115,SK
47,Child gaze,Child,190.86,192.9,2.04,robot,Child gaze:robot,1,r,115,SK
48,Child gaze,Child,192.92,193.84,0.92,props,Child gaze:props,1,r,115,SK
49,Child gaze,Child,193.94,194.42,0.48,robot,Child gaze:robot,1,r,115,SK
50,Child gaze,Child,194.5,195.7,1.2,props,Child gaze:props,1,r,115,SK
51,Child gaze,Child,195.82,196.26,0.44,robot,Child gaze:robot,1,r,115,SK
52,Child gaze,Child,196.28,197.16,0.88,parent,Child gaze:parent,1,r,115,SK
53,Child gaze,Child,197.24,199.36,2.12,props,Child gaze:props,1,r,115,SK
54,Child gaze,Child,199.5,200.38,0.88,robot,Child gaze:robot,1,r,115,SK
