,total time,count,normalized total time,normalized count
Child affect,24.560000000000002,8,0.09305850257653835,0.03031221582297666
Child gaze,205.94,68,0.7803122158229766,0.2576538344953016
Child gesture,2.4800000000000004,3,0.009396786905122766,0.011367080933616247
Child prop manipulation,79.22,17,0.30016671718702637,0.0644134586238254
Child utterance,46.78,53,0.177250682024856,0.20081842982722037
Conversational turns,1119.2899999999995,198,4.241020006062441,0.7502273416186723
Joint attention,102.56000000000003,42,0.38860260685056086,0.15913913307062746
Mutual gaze,17.160000000000075,19,0.06501970294028521,0.07199151257956957
Non-verbal scaffolding,27.8,29,0.10533494998484388,0.10988178235829038
Parent affect,94.4,23,0.3576841467111246,0.0871476204910579
Parent affective touch,1.8,2,0.006820248560169748,0.007578053955744165
Parent gaze,253.16,103,0.9592300697180963,0.39026977872082447
Parent gesture,18.94,24,0.07176417096089724,0.09093664746892997
Parent prop manipulation,13.04,5,0.04940891179145195,0.01894513488936041
Parent utterance,75.78,66,0.2871324643831464,0.2500757805395574
Verbal scaffolding,59.58,52,0.22575022734161865,0.19702940284934828
robot pointing,29.17,14,0.11052591694452865,0.05304637769020915
robot text,140.062,46,0.5306986965747196,0.1742952409821158
CP,195.07999999999979,48,0.739163382843285,0.18187329493785995
CPC,319.2699999999999,44,1.2097226432252195,0.16671718702637162
MG,17.160000000000075,19,0.06501970294028521,0.07199151257956957
PC,206.18,54,0.7812215822976659,0.20460745680509243
PCP,398.75999999999976,52,1.5109123976962706,0.19702940284934828
affective,17.82,12,0.06752046074568051,0.04546832373446499
affective touch,1.8,2,0.006820248560169748,0.007578053955744165
child,165.9,60,0.6285995756289785,0.22734161867232494
cognitive,65.46,64,0.24802970597150648,0.24249772658381327
correction,6.957,3,0.026360260685056074,0.011367080933616247
instruction translation,0.86,1,0.0032585632009699906,0.0037890269778720824
other,9.058,5,0.03432100636556532,0.01894513488936041
parent,38.7,24,0.14663534404364958,0.09093664746892997
pick up,16.402,7,0.062147620491057896,0.026523188845104576
point at prop,49.79,40,0.18865565322825098,0.15156107911488328
