,total time,count,normalized total time,normalized count
positive 1,48.48,16,0.18369202788723854,0.06062443164595332
positive 2,45.56,10,0.17262806911185208,0.03789026977872082
positive 3,24.92,5,0.0944225522885723,0.01894513488936041
positive feedback,14.243,5,0.05396711124583207,0.01894513488936041
props,338.56000000000006,84,1.2828129736283724,0.31827826614125493
put down,31.07,13,0.1177250682024856,0.04925735071233707
robot,108.59999999999998,65,0.4114883297969081,0.24628675356168533
robot or prop,2.16,2,0.008184298272203698,0.007578053955744165
song,40.64,1,0.15398605638072144,0.0037890269778720824
teach,15.824,9,0.05995756289784783,0.03410124280084874
technical,3.24,4,0.012276447408305547,0.01515610791148833
try again,6.668,4,0.025265231888451044,0.01515610791148833
utterance,122.56,119,0.4643831464080024,0.4508942103667778
Child affect:positive 1,7.92,5,0.03000909366474689,0.01894513488936041
Child affect:positive 2,7.960000000000001,2,0.030160654743861776,0.007578053955744165
Child affect:positive 3,8.68,1,0.03288875416792967,0.0037890269778720824
Child gaze:parent,25.66,19,0.09722643225219763,0.07199151257956957
Child gaze:props,119.24,25,0.45180357684146705,0.09472567444680205
Child gaze:robot,61.04,24,0.2312822067293119,0.09093664746892997
Child gesture:point at prop,2.4800000000000004,3,0.009396786905122766,0.011367080933616247
Child prop manipulation:child,79.22,17,0.30016671718702637,0.0644134586238254
Child utterance:utterance,46.78,53,0.177250682024856,0.20081842982722037
Conversational turns:CP,195.07999999999979,48,0.739163382843285,0.18187329493785995
Conversational turns:CPC,319.2699999999999,44,1.2097226432252195,0.16671718702637162
Conversational turns:PC,206.18,54,0.7812215822976659,0.20460745680509243
Conversational turns:PCP,398.75999999999976,52,1.5109123976962706,0.19702940284934828
Joint attention:props,88.56000000000006,28,0.3355562291603518,0.1060927553804183
Joint attention:robot,13.999999999999979,14,0.05304637769020907,0.05304637769020915
Mutual gaze:MG,17.160000000000075,19,0.06501970294028521,0.07199151257956957
Non-verbal scaffolding:affective,8.44,4,0.03197938769324037,0.01515610791148833
Non-verbal scaffolding:cognitive,16.12,21,0.061079114883297966,0.07956956653531373
Non-verbal scaffolding:technical,3.24,4,0.012276447408305547,0.01515610791148833
Parent affect:positive 1,40.56,11,0.15368293422249166,0.041679296756592904
Parent affect:positive 2,37.6,8,0.1424674143679903,0.03031221582297666
Parent affect:positive 3,16.240000000000002,4,0.06153379812064262,0.01515610791148833
Parent affective touch:affective touch,1.8,2,0.006820248560169748,0.007578053955744165
Parent gaze:child,86.68,43,0.32843285844195214,0.16292816004849953
Parent gaze:props,130.76,31,0.49545316762655345,0.11745983631403455
Parent gaze:robot,33.56,27,0.12715974537738708,0.10230372840254622
Parent gaze:robot or prop,2.16,2,0.008184298272203698,0.007578053955744165
Parent gesture:other,0.8,1,0.003031221582297666,0.0037890269778720824
Parent gesture:point at prop,18.14,23,0.06873294937859957,0.0871476204910579
Parent prop manipulation:parent,13.04,5,0.04940891179145195,0.01894513488936041
Parent utterance:utterance,75.78,66,0.2871324643831464,0.2500757805395574
Verbal scaffolding:affective,9.38,8,0.035541073052440135,0.03031221582297666
Verbal scaffolding:cognitive,49.339999999999996,43,0.18695059108820852,0.16292816004849953
Verbal scaffolding:instruction translation,0.86,1,0.0032585632009699906,0.0037890269778720824
robot pointing:point at prop,29.17,14,0.11052591694452865,0.05304637769020915
robot text:correction,6.957,3,0.026360260685056074,0.011367080933616247
robot text:other,8.258,4,0.03128978478326765,0.01515610791148833
robot text:pick up,16.402,7,0.062147620491057896,0.026523188845104576
robot text:positive feedback,14.243,5,0.05396711124583207,0.01894513488936041
robot text:put down,31.07,13,0.1177250682024856,0.04925735071233707
robot text:song,40.64,1,0.15398605638072144,0.0037890269778720824
robot text:teach,15.824,9,0.05995756289784783,0.03410124280084874
robot text:try again,6.668,4,0.025265231888451044,0.01515610791148833
