,total time,count,normalized total time,normalized count
Child affect,93.773,25,0.3242474118436249,0.08644476870837685
Child gaze,265.282,80,0.9172896452998249,0.2766232598668059
Child gesture,12.137,6,0.04196720631254279,0.020746744490010443
Child prop manipulation,57.727000000000004,15,0.19960788652913883,0.05186686122502611
Child utterance,11.683,12,0.040397369312798664,0.041493488980020886
Conversational turns,60.791000000000025,13,0.21020255738203755,0.044951279728355956
Joint attention,131.54999999999995,40,0.4548723729434788,0.13831162993340296
Mutual gaze,20.980000000000018,14,0.0725444499000699,0.04840907047669103
Parent affect,58.668,17,0.2028616676233221,0.058782442721696256
Parent affective touch,4.272,4,0.014771682076887435,0.013831162993340295
Parent gaze,262.637,56,0.9081437887704787,0.19363628190676413
Parent gesture,22.229,13,0.07686323054474035,0.044951279728355956
Parent prop manipulation,6.819,2,0.02357867511289687,0.006915581496670147
Parent utterance,41.594,36,0.14382334838624905,0.12448046694006265
Verbal scaffolding,34.456,30,0.11914163802463332,0.10373372245005222
robot pointing,47.168,19,0.16309707401746876,0.0656980242183664
robot text,185.08599999999998,48,0.6399886584463454,0.16597395592008354
CP,16.623000000000033,5,0.057478855609574046,0.01728895374167537
CPC,7.295000000000016,1,0.025224583509104417,0.0034577907483350737
MG,20.980000000000018,14,0.0725444499000699,0.04840907047669103
PC,17.690999999999974,4,0.0611717761287957,0.013831162993340295
PCP,19.182000000000002,3,0.0663273421345634,0.010373372245005221
affective,6.047,6,0.02090926065518219,0.020746744490010443
affective touch,4.272,4,0.014771682076887435,0.013831162993340295
child,139.681,35,0.4829876695181915,0.12102267619172759
cognitive,15.045,14,0.05202246180870118,0.04840907047669103
instruction translation,3.501,3,0.012105725409921093,0.010373372245005221
missing data,4.137,2,0.014304880325862199,0.006915581496670147
other,16.825,9,0.05817732934073761,0.031120116735015663
other vocalization,0.364,1,0.0012586358323939668,0.0034577907483350737
parent,41.007,20,0.14179362521697636,0.06915581496670148
pick up,26.334,10,0.09105746156665583,0.03457790748335074
point at prop,78.125,35,0.2701399022136776,0.12102267619172759
positive 1,80.729,24,0.2791439893223422,0.08298697796004177
positive 2,55.03,14,0.19028222488087912,0.04840907047669103
positive 3,16.682,4,0.057682865263725694,0.013831162993340295
positive feedback,20.167,7,0.06973326602167344,0.024204535238345516
props,163.81000000000003,59,0.5664207024847685,0.20400965415176936
put down,12.501,5,0.04322584214493676,0.01728895374167537
robot,379.51699999999994,79,1.312290371435882,0.27316546911847084
song,67.583,1,0.23368787214472928,0.0034577907483350737
