,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,156.4,156.88,0.48,utterance,Child utterance:utterance,3,t,115,SK
1,Child utterance,Child,188.8,189.88,1.08,utterance,Child utterance:utterance,3,t,115,SK
2,Child utterance,Child,232.5,233.02,0.52,utterance,Child utterance:utterance,3,t,115,SK
3,Child utterance,Child,255.66,256.86,1.2,utterance,Child utterance:utterance,3,t,115,SK
4,Child utterance,Child,291.14,291.7,0.56,utterance,Child utterance:utterance,3,t,115,SK
5,Child utterance,Child,295.22,296.26,1.04,utterance,Child utterance:utterance,3,t,115,SK
6,Child utterance,Child,298.65999999999997,299.54,0.88,utterance,Child utterance:utterance,3,t,115,SK
7,Child gaze,Child,4.44,78.16,73.72,tablet,Child gaze:tablet,3,t,115,SK
8,Child gaze,Child,78.28,79.64,1.36,parent,Child gaze:parent,3,t,115,SK
9,Child gaze,Child,79.76,83.2,3.44,tablet,Child gaze:tablet,3,t,115,SK
10,Child gaze,Child,83.28,83.96000000000001,0.68,parent,Child gaze:parent,3,t,115,SK
11,Child gaze,Child,84.03999999999999,116.24000000000001,32.2,tablet,Child gaze:tablet,3,t,115,SK
12,Child gaze,Child,116.36,116.72,0.36,parent,Child gaze:parent,3,t,115,SK
13,Child gaze,Child,116.8,142.56,25.76,tablet,Child gaze:tablet,3,t,115,SK
14,Child gaze,Child,142.64,143.44,0.8,parent,Child gaze:parent,3,t,115,SK
15,Child gaze,Child,143.52,145.16,1.64,tablet,Child gaze:tablet,3,t,115,SK
16,Child gaze,Child,145.24,146.64,1.4,parent,Child gaze:parent,3,t,115,SK
17,Child gaze,Child,146.72,162.16,15.44,tablet,Child gaze:tablet,3,t,115,SK
18,Child gaze,Child,169.96,188.84,18.88,tablet,Child gaze:tablet,3,t,115,SK
19,Child gaze,Child,188.92,190.36,1.44,parent,Child gaze:parent,3,t,115,SK
20,Child gaze,Child,190.44,195.52,5.08,tablet,Child gaze:tablet,3,t,115,SK
21,Child gaze,Child,195.6,196.68,1.08,parent,Child gaze:parent,3,t,115,SK
22,Child gaze,Child,196.72,198.07999999999998,1.36,tablet,Child gaze:tablet,3,t,115,SK
