,Child utterance,Child gaze,Child affect,Child gesture,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,Conversational turns,Joint attention,Mutual gaze,time
0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,18.12
1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,18.62
2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,19.12
3,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,19.62
4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,20.12
5,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,20.62
6,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,21.12
7,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,21.62
8,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,22.12
9,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,22.62
10,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,23.12
11,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,23.62
12,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,24.12
13,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,24.62
14,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,25.12
15,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,25.62
16,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,26.12
17,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,26.62
18,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,27.12
19,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,27.62
20,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,28.12
21,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,28.62
22,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,29.12
23,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,29.62
24,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,30.12
25,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,30.62
26,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,31.12
27,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,31.62
28,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,32.120000000000005
29,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,32.620000000000005
30,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,33.120000000000005
31,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,33.620000000000005
32,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,34.120000000000005
33,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,34.620000000000005
34,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,35.120000000000005
35,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,35.620000000000005
36,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,36.120000000000005
37,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,36.620000000000005
38,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,37.120000000000005
39,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,37.620000000000005
40,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,38.120000000000005
41,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,38.620000000000005
42,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,39.120000000000005
43,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,39.620000000000005
44,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,40.120000000000005
45,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,40.620000000000005
