,action,who,s_time,e_time,t_time,sub_action,action:sub_action,order,condition,participant,coder
0,Child utterance,Child,46.36,46.8,0.44,utterance,Child utterance:utterance,1,t,104,SK
1,Child utterance,Child,104.64,105.2,0.56,utterance,Child utterance:utterance,1,t,104,SK
2,Child gaze,Child,0.2,3.84,3.64,tablet,Child gaze:tablet,1,t,104,SK
3,Child gaze,Child,3.92,5.52,1.6,parent,Child gaze:parent,1,t,104,SK
4,Child gaze,Child,5.6,28.32,22.72,tablet,Child gaze:tablet,1,t,104,SK
5,Child gaze,Child,29.56,29.92,0.36,tablet,Child gaze:tablet,1,t,104,SK
6,Child gaze,Child,32.22,57.86,25.64,tablet,Child gaze:tablet,1,t,104,SK
7,Child gaze,Child,58.48,127.76,69.28,tablet,Child gaze:tablet,1,t,104,SK
8,Child gaze,Child,128.72,157.24,28.52,tablet,Child gaze:tablet,1,t,104,SK
9,Child gaze,Child,158.06,167.9,9.84,tablet,Child gaze:tablet,1,t,104,SK
10,Child gaze,Child,169.42000000000002,179.38,9.96,tablet,Child gaze:tablet,1,t,104,SK
11,Child gaze,Child,180.64,184.8,4.16,tablet,Child gaze:tablet,1,t,104,SK
12,Child gaze,Child,185.96,248.8,62.84,tablet,Child gaze:tablet,1,t,104,SK
13,Child gaze,Child,249.92,286.76,36.84,tablet,Child gaze:tablet,1,t,104,SK
14,Child affect,Child,29.64,30.36,0.72,positive 1,Child affect:positive 1,1,t,104,SK
15,Child affect,Child,219.56,226.04,6.48,positive 1,Child affect:positive 1,1,t,104,SK
16,Child affect,Child,246.64,247.6,0.96,positive 2,Child affect:positive 2,1,t,104,SK
17,Parent utterance,Parent,4.8,5.88,1.08,utterance,Parent utterance:utterance,1,t,104,SK
18,Parent utterance,Parent,31.68,32.96,1.28,utterance,Parent utterance:utterance,1,t,104,SK
19,Parent utterance,Parent,39.64,40.48,0.84,utterance,Parent utterance:utterance,1,t,104,SK
20,Parent utterance,Parent,41.62,42.54,0.92,utterance,Parent utterance:utterance,1,t,104,SK
21,Parent utterance,Parent,47.32,48.08,0.76,utterance,Parent utterance:utterance,1,t,104,SK
22,Parent utterance,Parent,49.74,50.58,0.84,utterance,Parent utterance:utterance,1,t,104,SK
23,Parent utterance,Parent,50.68,51.12,0.44,utterance,Parent utterance:utterance,1,t,104,SK
24,Parent utterance,Parent,72.56,73.08,0.52,utterance,Parent utterance:utterance,1,t,104,SK
25,Parent utterance,Parent,87.62,88.78,1.16,utterance,Parent utterance:utterance,1,t,104,SK
26,Parent utterance,Parent,98.2,100.2,2.0,utterance,Parent utterance:utterance,1,t,104,SK
27,Parent utterance,Parent,111.72,112.44,0.72,utterance,Parent utterance:utterance,1,t,104,SK
28,Parent utterance,Parent,116.88,117.6,0.72,utterance,Parent utterance:utterance,1,t,104,SK
29,Parent utterance,Parent,129.44,130.08,0.64,utterance,Parent utterance:utterance,1,t,104,SK
30,Parent utterance,Parent,132.56,134.2,1.64,utterance,Parent utterance:utterance,1,t,104,SK
31,Parent utterance,Parent,146.57999999999998,148.1,1.52,utterance,Parent utterance:utterance,1,t,104,SK
32,Parent utterance,Parent,159.26,159.74,0.48,utterance,Parent utterance:utterance,1,t,104,SK
33,Parent utterance,Parent,184.66,186.06,1.4,utterance,Parent utterance:utterance,1,t,104,SK
34,Parent utterance,Parent,187.68,188.92,1.24,utterance,Parent utterance:utterance,1,t,104,SK
35,Parent utterance,Parent,191.34,192.7,1.36,utterance,Parent utterance:utterance,1,t,104,SK
36,Parent utterance,Parent,194.58,195.7,1.12,utterance,Parent utterance:utterance,1,t,104,SK
37,Parent utterance,Parent,198.1,198.66,0.56,utterance,Parent utterance:utterance,1,t,104,SK
38,Parent utterance,Parent,201.98,202.86,0.88,utterance,Parent utterance:utterance,1,t,104,SK
39,Parent utterance,Parent,205.62,207.78,2.16,utterance,Parent utterance:utterance,1,t,104,SK
40,Parent utterance,Parent,210.62,211.74,1.12,utterance,Parent utterance:utterance,1,t,104,SK
41,Parent utterance,Parent,212.7,213.98,1.28,utterance,Parent utterance:utterance,1,t,104,SK
42,Parent utterance,Parent,215.06,216.22,1.16,utterance,Parent utterance:utterance,1,t,104,SK
43,Parent utterance,Parent,217.07999999999998,218.72,1.64,utterance,Parent utterance:utterance,1,t,104,SK
44,Parent utterance,Parent,219.82,221.22,1.4,utterance,Parent utterance:utterance,1,t,104,SK
45,Parent utterance,Parent,222.68,223.48,0.8,utterance,Parent utterance:utterance,1,t,104,SK
46,Parent utterance,Parent,225.6,226.68,1.08,utterance,Parent utterance:utterance,1,t,104,SK
47,Parent utterance,Parent,227.82,228.82,1.0,utterance,Parent utterance:utterance,1,t,104,SK
