,total time,count,normalized total time,normalized count
Child affect,84.88,31,0.3101885689226721,0.11328753106271014
Child affective touch,1.84,1,0.006724163134044731,0.0036544364858938755
Child gaze,257.84000000000003,105,0.9422599035228769,0.3837158310188569
Child gesture,6.16,5,0.022511328753106272,0.018272182429469378
Child prop manipulation,95.6,25,0.34936412805145445,0.09136091214734689
Child utterance,19.48,26,0.0711884227452127,0.09501534863324076
Conversational turns,534.4200000000002,79,1.9530039467914055,0.28870048238561613
Joint attention,138.42000000000004,102,0.5058470983774304,0.3727525215611753
Mutual gaze,6.200000000000017,11,0.02265750621254209,0.04019880134483263
Non-verbal scaffolding,22.16,22,0.08098231252740828,0.08039760268966525
Parent affect,198.0,41,0.7235784242069874,0.1498318959216489
Parent affective touch,1.64,1,0.005993275836865955,0.0036544364858938755
Parent gaze,257.94,180,0.9426253471714662,0.6577985674608976
Parent gesture,29.2,27,0.10670954538810115,0.09866978511913463
Parent prop manipulation,14.919999999999998,4,0.054524192369536616,0.014617745943575502
Parent utterance,126.24000000000001,64,0.4613360619792429,0.23388393509720803
Verbal scaffolding,73.24,27,0.2676509282268674,0.09866978511913463
robot pointing,33.946,14,0.12405350095015348,0.05116211080251425
robot text,177.47,51,0.648552843151586,0.18637626078058764
CP,110.19999999999999,22,0.40271890074550504,0.08039760268966525
CPC,114.65999999999993,11,0.4190176874725915,0.04019880134483263
MG,6.200000000000017,11,0.02265750621254209,0.04019880134483263
PC,124.26000000000013,26,0.45410027773717343,0.09501534863324076
PCP,185.3000000000001,20,0.6771670808361354,0.07308872971787751
affective,18.28,10,0.06680309896214004,0.036544364858938756
affective touch,3.48,2,0.012717438970910686,0.007308872971787751
child,151.6,80,0.5540125712615115,0.29235491887151005
cognitive,75.36,37,0.2753983335769624,0.13521414997807338
correction,4.111,2,0.01502338839350972,0.007308872971787751
missing data,3.76,3,0.01374068118696097,0.010963309457681626
other,17.357,14,0.06343005408565999,0.05116211080251425
other vocalization,7.16,12,0.026165765239000147,0.043853237830726505
parent,26.760000000000005,20,0.09779272036252012,0.07308872971787751
pick up,25.001,11,0.09136456658383278,0.04019880134483263
point at prop,59.266,37,0.2165838327729864,0.13521414997807338
positive 1,143.84,34,0.525654144130975,0.12425084052039176
positive 2,116.96,33,0.42742289139014766,0.12059640403449788
positive 3,22.08,5,0.08068995760853676,0.018272182429469378
positive feedback,26.447,11,0.09664888174243531,0.04019880134483263
props,219.16000000000008,161,0.8009063002485021,0.5883642742289139
put down,15.611999999999998,7,0.05705306241777518,0.025581055401257127
robot,367.2,155,1.341909077620231,0.5664376553135507
song,67.258,1,0.24579008916825026,0.0036544364858938755
teach,24.058,10,0.08791843297763485,0.036544364858938756
technical,1.76,2,0.006431808215173221,0.007308872971787751
try again,7.666,4,0.02801491010086245,0.014617745943575502
utterance,134.8,75,0.49261803829849443,0.2740827364420407
Child affect:positive 1,42.4,16,0.15494810700190031,0.05847098377430201
Child affect:positive 2,26.2,11,0.09574623593041953,0.04019880134483263
Child affect:positive 3,16.28,4,0.0594942259903523,0.014617745943575502
Child affective touch:affective touch,1.84,1,0.006724163134044731,0.0036544364858938755
Child gaze:child,0.92,1,0.0033620815670223655,0.0036544364858938755
Child gaze:parent,11.6,14,0.04239146323636895,0.05116211080251425
Child gaze:props,87.44,45,0.3195439263265605,0.1644496418652244
Child gaze:robot,157.88,45,0.576962432392925,0.1644496418652244
Child gesture:other,1.76,2,0.006431808215173221,0.007308872971787751
Child gesture:point at prop,4.4,3,0.016079520537933052,0.010963309457681626
Child prop manipulation:child,95.6,25,0.34936412805145445,0.09136091214734689
Child utterance:other vocalization,6.92,11,0.02528870048238562,0.04019880134483263
Child utterance:utterance,12.559999999999999,15,0.04589972226282707,0.05481654728840813
Conversational turns:CP,110.19999999999999,22,0.40271890074550504,0.08039760268966525
Conversational turns:CPC,114.65999999999993,11,0.4190176874725915,0.04019880134483263
Conversational turns:PC,124.26000000000013,26,0.45410027773717343,0.09501534863324076
Conversational turns:PCP,185.3000000000001,20,0.6771670808361354,0.07308872971787751
Joint attention:child,0.7599999999999909,1,0.002777371729279312,0.0036544364858938755
Joint attention:parent,0.12000000000000455,1,0.00043853237830728166,0.0036544364858938755
Joint attention:props,46.140000000000086,50,0.16861569945914373,0.18272182429469377
Joint attention:robot,91.39999999999996,50,0.3340154948107001,0.18272182429469377
Mutual gaze:MG,6.200000000000017,11,0.02265750621254209,0.04019880134483263
Non-verbal scaffolding:cognitive,20.4,20,0.07455050431223505,0.07308872971787751
Non-verbal scaffolding:technical,1.76,2,0.006431808215173221,0.007308872971787751
Parent affect:positive 1,101.44,18,0.3707060371290747,0.06577985674608976
Parent affect:positive 2,90.76,22,0.33167665545972813,0.08039760268966525
Parent affect:positive 3,5.8,1,0.021195731618184475,0.0036544364858938755
Parent affective touch:affective touch,1.64,1,0.005993275836865955,0.0036544364858938755
Parent gaze:child,54.32,53,0.19850898991375532,0.1936851337523754
Parent gaze:parent,0.12,1,0.000438532378307265,0.0036544364858938755
Parent gaze:props,85.58,66,0.31274667446279786,0.24119280806899576
Parent gaze:robot,117.92,60,0.4309311504166058,0.21926618915363252
Parent gesture:other,8.280000000000001,7,0.030258734103201294,0.025581055401257127
Parent gesture:point at prop,20.92,20,0.07645081128489987,0.07308872971787751
Parent prop manipulation:parent,14.919999999999998,4,0.054524192369536616,0.014617745943575502
Parent utterance:missing data,3.76,3,0.01374068118696097,0.010963309457681626
Parent utterance:other vocalization,0.24,1,0.00087706475661453,0.0036544364858938755
Parent utterance:utterance,122.24,60,0.4467183160356673,0.21926618915363252
Verbal scaffolding:affective,18.28,10,0.06680309896214004,0.036544364858938756
Verbal scaffolding:cognitive,54.96,17,0.20084782926472738,0.06212542026019588
robot pointing:point at prop,33.946,14,0.12405350095015348,0.05116211080251425
robot text:correction,4.111,2,0.01502338839350972,0.007308872971787751
robot text:other,7.317,5,0.026739511767285486,0.018272182429469378
robot text:pick up,25.001,11,0.09136456658383278,0.04019880134483263
robot text:positive feedback,26.447,11,0.09664888174243531,0.04019880134483263
