,col base,action base,col count,action count,hist,bins
0,action,Child affect,action,Child gaze,[2],[1 2]
1,action,Child affect,action,Child gesture,[2],[1 2]
2,action,Child affect,action,Child prop manipulation,[1],[1 2]
3,action,Child affect,action,Child utterance,[7 5],[1 2 3]
4,action,Child affect,action,Conversational turns,[1 6 1 5 0 3 0 1],[1 2 3 4 5 6 7 8 9]
5,action,Child affect,action,Joint attention,[7],[1 2]
6,action,Child affect,action,Mutual gaze,[],[1]
7,action,Child affect,action,Non-verbal scaffolding,[3],[1 2]
8,action,Child affect,action,Parent affect,[3],[1 2]
9,action,Child affect,action,Parent gaze,[5 5 1],[1 2 3 4]
10,action,Child affect,action,Parent gesture,[3],[1 2]
11,action,Child affect,action,Parent utterance,[10  3  2],[1 2 3 4]
12,action,Child affect,action,Verbal scaffolding,[3],[1 2]
13,action,Child affect,action,robot pointing,[3],[1 2]
14,action,Child affect,action,robot text,[8],[1 2]
15,action,Child affect,sub_action,CP,[7 3],[1 2 3]
16,action,Child affect,sub_action,CPC,[7 3],[1 2 3]
17,action,Child affect,sub_action,MG,[],[1]
18,action,Child affect,sub_action,PC,[9 3 2],[1 2 3 4]
19,action,Child affect,sub_action,PCP,[8 2 1],[1 2 3 4]
20,action,Child affect,sub_action,affective,[],[1]
21,action,Child affect,sub_action,child,[10  1],[1 2 3]
22,action,Child affect,sub_action,cognitive,[6],[1 2]
23,action,Child affect,sub_action,correction,[],[1]
24,action,Child affect,sub_action,other,[1],[1 2]
25,action,Child affect,sub_action,parent,[],[1]
26,action,Child affect,sub_action,pick up,[2],[1 2]
27,action,Child affect,sub_action,point at prop,[6 1],[1 2 3]
28,action,Child affect,sub_action,positive 1,[4],[1 2]
29,action,Child affect,sub_action,positive 2,[3],[1 2]
30,action,Child affect,sub_action,positive 3,[1],[1 2]
31,action,Child affect,sub_action,positive feedback,[1],[1 2]
32,action,Child affect,sub_action,put down,[],[1]
33,action,Child affect,sub_action,song,[1],[1 2]
34,action,Child affect,sub_action,tablet,[2 7],[1 2 3]
35,action,Child affect,sub_action,teach,[3],[1 2]
36,action,Child affect,sub_action,technical,[],[1]
37,action,Child affect,sub_action,try again,[],[1]
38,action,Child affect,sub_action,utterance,[5 7 4 2],[1 2 3 4 5]
39,action,Child affect,action:sub_action,Child affect:positive 1,[2],[1 2]
40,action,Child affect,action:sub_action,Child affect:positive 2,[2],[1 2]
41,action,Child affect,action:sub_action,Child affect:positive 3,[1],[1 2]
42,action,Child affect,action:sub_action,Child gaze:child,[],[1]
43,action,Child affect,action:sub_action,Child gaze:parent,[],[1]
44,action,Child affect,action:sub_action,Child gaze:tablet,[2],[1 2]
45,action,Child affect,action:sub_action,Child gesture:point at prop,[2],[1 2]
46,action,Child affect,action:sub_action,Child prop manipulation:child,[1],[1 2]
47,action,Child affect,action:sub_action,Child utterance:utterance,[7 5],[1 2 3]
48,action,Child affect,action:sub_action,Conversational turns:CP,[7 3],[1 2 3]
49,action,Child affect,action:sub_action,Conversational turns:CPC,[7 3],[1 2 3]
50,action,Child affect,action:sub_action,Conversational turns:PC,[9 3 2],[1 2 3 4]
51,action,Child affect,action:sub_action,Conversational turns:PCP,[8 2 1],[1 2 3 4]
52,action,Child affect,action:sub_action,Joint attention:child,[],[1]
53,action,Child affect,action:sub_action,Joint attention:tablet,[7],[1 2]
54,action,Child affect,action:sub_action,Mutual gaze:MG,[],[1]
55,action,Child affect,action:sub_action,Non-verbal scaffolding:cognitive,[3],[1 2]
56,action,Child affect,action:sub_action,Non-verbal scaffolding:technical,[],[1]
57,action,Child affect,action:sub_action,Parent affect:positive 1,[2],[1 2]
58,action,Child affect,action:sub_action,Parent affect:positive 2,[1],[1 2]
59,action,Child affect,action:sub_action,Parent gaze:child,[9 1],[1 2 3]
60,action,Child affect,action:sub_action,Parent gaze:tablet,[7],[1 2]
61,action,Child affect,action:sub_action,Parent gesture:point at prop,[3],[1 2]
62,action,Child affect,action:sub_action,Parent utterance:utterance,[10  3  2],[1 2 3 4]
63,action,Child affect,action:sub_action,Verbal scaffolding:affective,[],[1]
64,action,Child affect,action:sub_action,Verbal scaffolding:cognitive,[3],[1 2]
65,action,Child affect,action:sub_action,Verbal scaffolding:technical,[],[1]
66,action,Child affect,action:sub_action,robot pointing:point at prop,[3],[1 2]
67,action,Child affect,action:sub_action,robot text:correction,[],[1]
68,action,Child affect,action:sub_action,robot text:other,[1],[1 2]
69,action,Child affect,action:sub_action,robot text:pick up,[2],[1 2]
70,action,Child affect,action:sub_action,robot text:positive feedback,[1],[1 2]
71,action,Child affect,action:sub_action,robot text:put down,[],[1]
72,action,Child affect,action:sub_action,robot text:song,[1],[1 2]
73,action,Child affect,action:sub_action,robot text:teach,[3],[1 2]
74,action,Child affect,action:sub_action,robot text:try again,[],[1]
75,action,Child gaze,action,Child affect,[1],[1 2]
76,action,Child gaze,action,Child gesture,[],[1]
77,action,Child gaze,action,Child prop manipulation,[1],[1 2]
78,action,Child gaze,action,Child utterance,[5 2 1],[1 2 3 4]
79,action,Child gaze,action,Conversational turns,[0 3 1 2 0 3 0 0 0 0 0 1],[ 1  2  3  4  5  6  7  8  9 10 11 12 13]
80,action,Child gaze,action,Joint attention,[7 1],[1 2 3]
81,action,Child gaze,action,Mutual gaze,[2],[1 2]
82,action,Child gaze,action,Non-verbal scaffolding,[1],[1 2]
83,action,Child gaze,action,Parent affect,[1],[1 2]
84,action,Child gaze,action,Parent gaze,[4 2 2 1],[1 2 3 4 5]
85,action,Child gaze,action,Parent gesture,[1],[1 2]
86,action,Child gaze,action,Parent utterance,[6 2 1],[1 2 3 4]
87,action,Child gaze,action,Verbal scaffolding,[1 1],[1 2 3]
88,action,Child gaze,action,robot pointing,[1],[1 2]
89,action,Child gaze,action,robot text,[2],[1 2]
90,action,Child gaze,sub_action,CP,[5 2 1],[1 2 3 4]
91,action,Child gaze,sub_action,CPC,[4 2 1],[1 2 3 4]
92,action,Child gaze,sub_action,MG,[2],[1 2]
93,action,Child gaze,sub_action,PC,[6 2 1],[1 2 3 4]
94,action,Child gaze,sub_action,PCP,[6 1 1],[1 2 3 4]
95,action,Child gaze,sub_action,affective,[],[1]
96,action,Child gaze,sub_action,child,[6 1],[1 2 3]
97,action,Child gaze,sub_action,cognitive,[2 1],[1 2 3]
98,action,Child gaze,sub_action,correction,[],[1]
99,action,Child gaze,sub_action,other,[],[1]
100,action,Child gaze,sub_action,parent,[],[1]
101,action,Child gaze,sub_action,pick up,[2],[1 2]
102,action,Child gaze,sub_action,point at prop,[0 1],[1 2 3]
103,action,Child gaze,sub_action,positive 1,[1],[1 2]
104,action,Child gaze,sub_action,positive 2,[1],[1 2]
105,action,Child gaze,sub_action,positive 3,[],[1]
106,action,Child gaze,sub_action,positive feedback,[],[1]
107,action,Child gaze,sub_action,put down,[],[1]
